dataset,algorithm,silhouette,calinski_harabasz,davies_bouldin,pci,fhv,xbi
E-Commerce,FCM,0.45201852958495314,617.6736676001842,1.0933254415891664,,,
E-Commerce,DEKM,0.4086247980594635,784.6548461914062,0.9393164299329545,,,
E-Commerce,PFCM,0.3870276683946604,605.7910354396354,1.0628977117429095,,,
E-Commerce,KMeans,0.52545845454864,521.2596970459829,1.0618901684001896,,,
E-Commerce,DBSCAN,0.44266022030535473,226.07652215134254,1.364271885955204,,,
E-Commerce,CFCM,0.45568116211462,582.9277618691532,1.1367697000485422,,,
